function_name	arg1	arg2	arg_type	param1	param2	labels
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
FFMAX	0	FFMIN	int			0
FFMAX	FFMIN	0	int			1
FFMIN	size	remaining_size	int			0
FFMIN	remaining_size	size	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
FFALIGN	len	8	int			0
FFALIGN	8	len	int			1
FFMIN	nb_rates	8	int			0
FFMIN	8	nb_rates	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
mxg_find_startmarker	mxg	search_end	uint8_t *	p	end	0
mxg_find_startmarker	search_end	mxg	uint8_t *	p	end	1
mxg_find_startmarker	mxg	search_end	uint8_t *	p	end	0
mxg_find_startmarker	search_end	mxg	uint8_t *	p	end	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	suite	"AES_CM_128_HMAC_SHA1_80"	int	__s1	__s2	0
strcmp	"AES_CM_128_HMAC_SHA1_80"	suite	int	__s1	__s2	1
strcmp	suite	"SRTP_AES128_CM_HMAC_SHA1_80"	int	__s1	__s2	0
strcmp	"SRTP_AES128_CM_HMAC_SHA1_80"	suite	int	__s1	__s2	1
strcmp	suite	"AES_CM_128_HMAC_SHA1_32"	int	__s1	__s2	0
strcmp	"AES_CM_128_HMAC_SHA1_32"	suite	int	__s1	__s2	1
strcmp	suite	"SRTP_AES128_CM_HMAC_SHA1_32"	int	__s1	__s2	0
strcmp	"SRTP_AES128_CM_HMAC_SHA1_32"	suite	int	__s1	__s2	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	attr	"sampling"	int	__s1	__s2	0
strcmp	"sampling"	attr	int	__s1	__s2	1
strcmp	value	"YCbCr-4:2:0"	int	__s1	__s2	0
strcmp	"YCbCr-4:2:0"	value	int	__s1	__s2	1
strcmp	value	"YCbCr-4:4:2"	int	__s1	__s2	0
strcmp	"YCbCr-4:4:2"	value	int	__s1	__s2	1
strcmp	value	"YCbCr-4:4:4"	int	__s1	__s2	0
strcmp	"YCbCr-4:4:4"	value	int	__s1	__s2	1
strcmp	attr	"width"	int	__s1	__s2	0
strcmp	"width"	attr	int	__s1	__s2	1
strcmp	attr	"height"	int	__s1	__s2	0
strcmp	"height"	attr	int	__s1	__s2	1
strcmp	attr	"delivery-method"	int	__s1	__s2	0
strcmp	"delivery-method"	attr	int	__s1	__s2	1
strcmp	attr	"configuration-uri"	int	__s1	__s2	0
strcmp	"configuration-uri"	attr	int	__s1	__s2	1
strcmp	attr	"configuration"	int	__s1	__s2	0
strcmp	"configuration"	attr	int	__s1	__s2	1
av_strcasecmp	key	"date"	int	a	b	0
av_strcasecmp	"date"	key	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
FFMIN	size	max_packet_size	int			0
FFMIN	max_packet_size	size	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_strcasecmp	ext1	ext	int	a	b	0
av_strcasecmp	ext	ext1	int	a	b	1
av_strcasecmp	name	names	int	a	b	0
av_strcasecmp	names	name	int	a	b	1
av_strcasecmp	mime_type	"audio/aacp"	int	a	b	0
av_strcasecmp	"audio/aacp"	mime_type	int	a	b	1
strcmp	"language"	tag	int	__s1	__s2	0
strcmp	tag	"language"	int	__s1	__s2	1
strstr	base	"://"	char *	__haystack	__needle	0
strstr	"://"	base	char *	__haystack	__needle	1
strstr	buf	"://"	char *	__haystack	__needle	0
strstr	"://"	buf	char *	__haystack	__needle	1
strstr	rel	"://"	char *	__haystack	__needle	0
strstr	"://"	rel	char *	__haystack	__needle	1
strcmp	sep	".."	int	__s1	__s2	0
strcmp	".."	sep	int	__s1	__s2	1
strcmp	pattern	"*"	int	__s1	__s2	0
strcmp	"*"	pattern	int	__s1	__s2	1
strcmp	pattern	&	int	__s1	__s2	0
strcmp	&	pattern	int	__s1	__s2	1
strspn	start	" ,"	unsigned long			0
strspn	" ,"	start	unsigned long			1
strcspn	start	" ,"	unsigned long			0
strcspn	" ,"	start	unsigned long			1
match_host_pattern	start	hostname	int	pattern	hostname	0
match_host_pattern	hostname	start	int	pattern	hostname	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	key	"NAME"	int			0
strcmp	"NAME"	key	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcspn	*	"\n"	unsigned long			0
strcspn	"\n"	*	unsigned long			1
strcmp	attr	"packetization-mode"	int			0
strcmp	"packetization-mode"	attr	int			1
strcmp	attr	"profile-level-id"	int			0
strcmp	"profile-level-id"	attr	int			1
strcmp	attr	"sprop-parameter-sets"	int			0
strcmp	"sprop-parameter-sets"	attr	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
ff_network_wait_fd	fd	write	int	fd	write	0
ff_network_wait_fd	write	fd	int	fd	write	1
ff_avc_find_startcode_internal	p	end	const uint8_t *	p	end	0
ff_avc_find_startcode_internal	end	p	const uint8_t *	p	end	1
ff_avc_find_startcode	p	end	const uint8_t *	p	end	0
ff_avc_find_startcode	end	p	const uint8_t *	p	end	1
ff_avc_find_startcode	nal_start	end	const uint8_t *	p	end	0
ff_avc_find_startcode	end	nal_start	const uint8_t *	p	end	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	mime	"logical-fileinfo"	int	__s1	__s2	0
strcmp	"logical-fileinfo"	mime	int	__s1	__s2	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	key	"duration"	int	__s1	__s2	0
strcmp	"duration"	key	int	__s1	__s2	1
strcmp	key	"datastream"	int	__s1	__s2	0
strcmp	"datastream"	key	int	__s1	__s2	1
strcmp	key	"duration"	int	__s1	__s2	0
strcmp	"duration"	key	int	__s1	__s2	1
strcmp	key	"filesize"	int	__s1	__s2	0
strcmp	"filesize"	key	int	__s1	__s2	1
strcmp	key	"width"	int	__s1	__s2	0
strcmp	"width"	key	int	__s1	__s2	1
strcmp	key	"height"	int	__s1	__s2	0
strcmp	"height"	key	int	__s1	__s2	1
strcmp	key	"videodatarate"	int	__s1	__s2	0
strcmp	"videodatarate"	key	int	__s1	__s2	1
strcmp	key	"framerate"	int	__s1	__s2	0
strcmp	"framerate"	key	int	__s1	__s2	1
strcmp	key	"videocodecid"	int	__s1	__s2	0
strcmp	"videocodecid"	key	int	__s1	__s2	1
strcmp	key	"audiodatarate"	int	__s1	__s2	0
strcmp	"audiodatarate"	key	int	__s1	__s2	1
strcmp	key	"audiosamplerate"	int	__s1	__s2	0
strcmp	"audiosamplerate"	key	int	__s1	__s2	1
strcmp	key	"audiosamplesize"	int	__s1	__s2	0
strcmp	"audiosamplesize"	key	int	__s1	__s2	1
strcmp	key	"stereo"	int	__s1	__s2	0
strcmp	"stereo"	key	int	__s1	__s2	1
strcmp	key	"audiocodecid"	int	__s1	__s2	0
strcmp	"audiocodecid"	key	int	__s1	__s2	1
strcmp	buffer	"onTextData"	int	__s1	__s2	0
strcmp	"onTextData"	buffer	int	__s1	__s2	1
strcmp	buffer	"onMetaData"	int	__s1	__s2	0
strcmp	"onMetaData"	buffer	int	__s1	__s2	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcspn	ptr	"\r\n"	unsigned long			0
strcspn	"\r\n"	ptr	unsigned long			1
strcspn	line	"\r\n"	unsigned long			0
strcspn	"\r\n"	line	unsigned long			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	attr	"mode"	int			0
strcmp	"mode"	attr	int			1
strcmp	&	"application/sdp"	int			0
strcmp	"application/sdp"	&	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	label	"captions"	int	__s1	__s2	0
strcmp	"captions"	label	int	__s1	__s2	1
strcmp	label	"startOfParagraph"	int	__s1	__s2	0
strcmp	"startOfParagraph"	label	int	__s1	__s2	1
strcmp	label	"content"	int	__s1	__s2	0
strcmp	"content"	label	int	__s1	__s2	1
strcmp	label	"startTime"	int	__s1	__s2	0
strcmp	"startTime"	label	int	__s1	__s2	1
strcmp	label	"duration"	int	__s1	__s2	0
strcmp	"duration"	label	int	__s1	__s2	1
strspn	t	" \t\r\n"	unsigned long			0
strspn	" \t\r\n"	t	unsigned long			1
FFMIN	max_packet_size	size	int			0
FFMIN	size	max_packet_size	int			1
strcmp	key	"TXXX"	int			0
strcmp	"TXXX"	key	int			1
strcmp	key	"TXX"	int			0
strcmp	"TXX"	key	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcspn	line	"\r\n"	unsigned long			0
strcspn	"\r\n"	line	unsigned long			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_x_if_null	memchr	sp	void *	p	x	0
av_x_if_null	sp	memchr	void *	p	x	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcspn	str	"\"",\n\r"	unsigned long			0
strcspn	"\"",\n\r"	str	unsigned long			1
strcmp	seg	"auto"	int	__s1	__s2	0
strcmp	"auto"	seg	int	__s1	__s2	1
av_match_ext	seg	"csv"	int			0
av_match_ext	"csv"	seg	int			1
av_match_ext	seg	"ext"	int			0
av_match_ext	"ext"	seg	int			1
av_match_ext	seg	"m3u8"	int			0
av_match_ext	"m3u8"	seg	int			1
av_match_ext	seg	"ffcat,ffconcat"	int			0
av_match_ext	"ffcat,ffconcat"	seg	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	keyword	"file"	int	__s1	__s2	0
strcmp	"file"	keyword	int	__s1	__s2	1
strcmp	keyword	"duration"	int	__s1	__s2	0
strcmp	"duration"	keyword	int	__s1	__s2	1
strcmp	keyword	"ffconcat"	int	__s1	__s2	0
strcmp	"ffconcat"	keyword	int	__s1	__s2	1
strcmp	ver_kw	"version"	int	__s1	__s2	0
strcmp	"version"	ver_kw	int	__s1	__s2	1
strcmp	ver_val	"1.0"	int	__s1	__s2	0
strcmp	"1.0"	ver_val	int	__s1	__s2	1
FFMAX	asf	packet_count	int			0
FFMAX	packet_count	asf	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_strcasecmp	month	months	int	a	b	0
av_strcasecmp	months	month	int	a	b	1
ff_read_packet	ast	&	int			0
ff_read_packet	&	ast	int			1
ff_read_packet	ast2	&	int			0
ff_read_packet	&	ast2	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
ff_socket_nonblock	udp_fd	1	int			0
ff_socket_nonblock	1	udp_fd	int			1
ff_network_wait_fd	s	0	int			0
ff_network_wait_fd	0	s	int			1
ff_network_wait_fd	s	1	int			0
ff_network_wait_fd	1	s	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
FFMAX	max_frames	frames	int			0
FFMAX	frames	max_frames	int			1
FFMIN	len	16	int			0
FFMIN	16	len	int			1
FFMIN	len	16	int			0
FFMIN	16	len	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
FFMIN	stringlen	readsize	int			0
FFMIN	readsize	stringlen	int			1
FFMIN	data_size	chunk_size	int			0
FFMIN	chunk_size	data_size	int			1
ff_amf_tag_size	data	data_end	int	data	data_end	0
ff_amf_tag_size	data_end	data	int	data	data_end	1
ff_amf_tag_size	data	data_end	int	data	data_end	0
ff_amf_tag_size	data_end	data	int	data	data_end	1
ff_amf_tag_size	data	data_end	int	data	data_end	0
ff_amf_tag_size	data_end	data	int	data	data_end	1
ff_amf_tag_size	data	data_end	int	data	data_end	0
ff_amf_tag_size	data_end	data	int	data	data_end	1
ff_amf_tag_size	src	src_end	int	data	data_end	0
ff_amf_tag_size	src_end	src	int	data	data_end	1
strcspn	p	"\n"	unsigned long			0
strcspn	"\n"	p	unsigned long			1
strstr	p	"-->"	char *			0
strstr	"-->"	p	char *			1
strcspn	p	"\n\t "	unsigned long			0
strcspn	"\n\t "	p	unsigned long			1
strcspn	p	"\n"	unsigned long			0
strcspn	"\n"	p	unsigned long			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	lhs	(	int	__s1	__s2	0
strcmp	(	lhs	int	__s1	__s2	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	name	"__NUM_I_TRACKS"	int	__s1	__s2	0
strcmp	"__NUM_I_TRACKS"	name	int	__s1	__s2	1
strcmp	name	"__NUM_A_TRACKS"	int	__s1	__s2	0
strcmp	"__NUM_A_TRACKS"	name	int	__s1	__s2	1
strcmp	name	"COMMENT"	int	__s1	__s2	0
strcmp	"COMMENT"	name	int	__s1	__s2	1
strcmp	name	"TITLE"	int	__s1	__s2	0
strcmp	"TITLE"	name	int	__s1	__s2	1
strcmp	name	"LOOP_MODE"	int	__s1	__s2	0
strcmp	"LOOP_MODE"	name	int	__s1	__s2	1
strcmp	name	"NUM_LOOPS"	int	__s1	__s2	0
strcmp	"NUM_LOOPS"	name	int	__s1	__s2	1
strcmp	name	"OPTIMIZED"	int	__s1	__s2	0
strcmp	"OPTIMIZED"	name	int	__s1	__s2	1
strcmp	name	"__DIR_COUNT"	int	__s1	__s2	0
strcmp	"__DIR_COUNT"	name	int	__s1	__s2	1
strcmp	name	"AUDIO_FORMAT"	int	__s1	__s2	0
strcmp	"AUDIO_FORMAT"	name	int	__s1	__s2	1
strcmp	name	"COMPRESSION"	int	__s1	__s2	0
strcmp	"COMPRESSION"	name	int	__s1	__s2	1
strcmp	name	"DEFAULT_VOL"	int	__s1	__s2	0
strcmp	"DEFAULT_VOL"	name	int	__s1	__s2	1
strcmp	name	"NUM_CHANNELS"	int	__s1	__s2	0
strcmp	"NUM_CHANNELS"	name	int	__s1	__s2	1
strcmp	name	"SAMPLE_RATE"	int	__s1	__s2	0
strcmp	"SAMPLE_RATE"	name	int	__s1	__s2	1
strcmp	name	"SAMPLE_WIDTH"	int	__s1	__s2	0
strcmp	"SAMPLE_WIDTH"	name	int	__s1	__s2	1
strcmp	name	"__DIR_COUNT"	int	__s1	__s2	0
strcmp	"__DIR_COUNT"	name	int	__s1	__s2	1
strcmp	name	"COMPRESSION"	int	__s1	__s2	0
strcmp	"COMPRESSION"	name	int	__s1	__s2	1
strcmp	str	"1"	int	__s1	__s2	0
strcmp	"1"	str	int	__s1	__s2	1
strcmp	str	"2"	int	__s1	__s2	0
strcmp	"2"	str	int	__s1	__s2	1
strcmp	str	"3"	int	__s1	__s2	0
strcmp	"3"	str	int	__s1	__s2	1
strcmp	str	"10"	int	__s1	__s2	0
strcmp	"10"	str	int	__s1	__s2	1
strcmp	str	"MVC2"	int	__s1	__s2	0
strcmp	"MVC2"	str	int	__s1	__s2	1
strcmp	name	"FPS"	int	__s1	__s2	0
strcmp	"FPS"	name	int	__s1	__s2	1
strcmp	name	"HEIGHT"	int	__s1	__s2	0
strcmp	"HEIGHT"	name	int	__s1	__s2	1
strcmp	name	"PIXEL_ASPECT"	int	__s1	__s2	0
strcmp	"PIXEL_ASPECT"	name	int	__s1	__s2	1
strcmp	name	"WIDTH"	int	__s1	__s2	0
strcmp	"WIDTH"	name	int	__s1	__s2	1
strcmp	name	"ORIENTATION"	int	__s1	__s2	0
strcmp	"ORIENTATION"	name	int	__s1	__s2	1
strcmp	name	"Q_SPATIAL"	int	__s1	__s2	0
strcmp	"Q_SPATIAL"	name	int	__s1	__s2	1
strcmp	name	"Q_TEMPORAL"	int	__s1	__s2	0
strcmp	"Q_TEMPORAL"	name	int	__s1	__s2	1
strcmp	name	"INTERLACING"	int	__s1	__s2	0
strcmp	"INTERLACING"	name	int	__s1	__s2	1
strcmp	name	"PACKING"	int	__s1	__s2	0
strcmp	"PACKING"	name	int	__s1	__s2	1
strcmp	value	""	int			0
strcmp	""	value	int			1
strcmp	attr	"octet-align"	int			0
strcmp	"octet-align"	attr	int			1
strcmp	attr	"crc"	int			0
strcmp	"crc"	attr	int			1
strcmp	attr	"interleaving"	int			0
strcmp	"interleaving"	attr	int			1
strcmp	attr	"channels"	int			0
strcmp	"channels"	attr	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
